0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
154,fil-705,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 30262.0,None,321070,0,2,5077,SAR 251799
155,fil-706,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 181561.0,Regular,918095,367238,11,5508,SAR 298160
156,fil-707,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 59496.0,None,331111,0,6,2185,SAR 97919
157,fil-708,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 77068.0,Regular,275097,110038,1,5122,SAR 245980
158,fil-709,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 4291.0,None,326509,0,11,3975,SAR 218169
159,fil-710,2018-07-03 00:00:00,1439-10-19,Tue,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 34189.0,Regular,188233,94116,2,3572,SAR 197538
160,fil-701,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1392.0,None,453054,0,5,6478,SAR 357341
161,fil-702,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 355603.0,None,1917897,0,7,27617,SAR 1455285
162,fil-703,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 28705.0,None,138913,0,1,2628,SAR 129847
163,fil-704,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 704434.0,None,846845,0,8,15669,SAR 739043
164,fil-705,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 33767.0,None,321070,0,2,5612,SAR 313949
165,fil-706,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 177958.0,None,918095,0,11,13220,SAR 613231
166,fil-707,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 48669.0,None,331111,0,6,3575,SAR 152201
167,fil-708,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 87342.0,None,275097,0,1,4679,SAR 236132
168,fil-709,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5112.0,None,326509,0,11,3067,SAR 170520
169,fil-710,2018-07-04 00:00:00,1439-10-20,Wed,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 38046.0,None,188233,0,2,2797,SAR 130814
170,fil-701,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1257.0,None,453054,0,5,3533,SAR 178321
171,fil-702,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 401745.0,Grand,1917897,958948,7,20713,SAR 837196
172,fil-703,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 31310.0,None,138913,0,1,2300,SAR 96720
173,fil-704,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 821937.0,Grand,846845,423422,8,13480,SAR 727167
174,fil-705,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 33405.0,None,321070,0,2,5948,SAR 299579
175,fil-706,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 174270.0,Grand,918095,367238,11,7711,SAR 363328
176,fil-707,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 55837.0,None,331111,0,6,2383,SAR 106873
177,fil-708,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 71621.0,Grand,275097,110038,1,4124,SAR 207535
178,fil-709,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5549.0,None,326509,0,11,3196,SAR 156044
179,fil-710,2018-07-05 00:00:00,1439-10-21,Thu,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 32334.0,Grand,188233,112939,2,4124,SAR 182712
180,fil-701,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 955.0,None,453054,0,5,6478,SAR 313798
181,fil-702,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 342168.0,Regular,1917897,767158,7,12658,SAR 675523
182,fil-703,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 25751.0,None,138913,0,1,1289,SAR 65196
183,fil-704,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 690398.0,Regular,846845,338738,8,9615,SAR 490141
184,fil-705,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 35639.0,None,321070,0,2,3438,SAR 178502
185,fil-706,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 192171.0,Regular,918095,550857,11,6059,SAR 312457
186,fil-707,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 59192.0,None,331111,0,6,2582,SAR 140616
187,fil-708,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 78231.0,Regular,275097,82529,1,3647,SAR 158456
188,fil-709,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5836.0,None,326509,0,11,3276,SAR 168568
189,fil-710,2018-07-06 00:00:00,1439-10-22,Fri,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 32048.0,Regular,188233,75293,2,3991,SAR 206523
190,fil-701,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1168.0,Regular,453054,226527,5,3828,SAR 174180
191,fil-702,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 306405.0,None,1917897,0,7,13808,SAR 703508
192,fil-703,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 29673.0,Regular,138913,69456,1,2372,SAR 130636
193,fil-704,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 652511.0,None,846845,0,8,12872,SAR 811166
194,fil-705,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 33239.0,Regular,321070,128428,2,5252,SAR 308465
195,fil-706,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 190458.0,None,918095,0,11,6610,SAR 341663
196,fil-707,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 58302.0,Regular,331111,132444,6,4767,SAR 238000
197,fil-708,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 74476.0,None,275097,0,1,4159,SAR 215364
198,fil-709,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5449.0,Regular,326509,163254,11,2497,SAR 141067
199,fil-710,2018-07-07 00:00:00,1439-10-23,Sat,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 28315.0,None,188233,0,2,3703,SAR 210624
200,fil-701,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1425.0,Regular,453054,271832,5,5595,SAR 248674
201,fil-702,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 333853.0,None,1917897,0,7,26466,SAR 1094776
202,fil-703,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 31584.0,Regular,138913,69456,1,1422,SAR 68529
203,fil-704,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 717946.0,None,846845,0,8,7284,SAR 380668
204,fil-705,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 35847.0,Regular,321070,160535,2,5774,SAR 282910
205,fil-706,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 196763.0,None,918095,0,11,8813,SAR 381713
206,fil-707,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 56383.0,Regular,331111,99333,6,2582,SAR 145360
207,fil-708,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 70905.0,None,275097,0,1,2874,SAR 170316
208,fil-709,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5136.0,Regular,326509,97952,11,6143,SAR 317287
209,fil-710,2018-07-08 00:00:00,1439-10-24,Sun,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 41270.0,None,188233,0,2,2815,SAR 152821
210,fil-701,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1143.0,None,453054,0,5,6773,SAR 313089
211,fil-702,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 379718.0,None,1917897,0,7,12658,SAR 608252
212,fil-703,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 37358.0,None,138913,0,1,2814,SAR 169913
213,fil-704,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 653277.0,None,846845,0,8,7855,SAR 390915
214,fil-705,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 28579.0,None,321070,0,2,4841,SAR 247878
215,fil-706,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 190782.0,None,918095,0,11,11567,SAR 632283
216,fil-707,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 55490.0,None,331111,0,6,4370,SAR 187624
217,fil-708,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 87816.0,None,275097,0,1,4466,SAR 221602
218,fil-709,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5445.0,None,326509,0,11,4845,SAR 232005
219,fil-710,2018-07-09 00:00:00,1439-10-25,Mon,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 37445.0,None,188233,0,2,4117,SAR 168797
220,fil-701,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1189.0,Grand,453054,181221,5,7067,SAR 361767
221,fil-702,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 408229.0,None,1917897,0,7,16110,SAR 920546
222,fil-703,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 28870.0,Grand,138913,55565,1,1738,SAR 70764
223,fil-704,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 590747.0,None,846845,0,8,10912,SAR 562360
224,fil-705,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 37199.0,Grand,321070,128428,2,5191,SAR 240147
225,fil-706,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 189056.0,None,918095,0,11,9915,SAR 472485
226,fil-707,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 60227.0,Grand,331111,198666,6,3973,SAR 165179
227,fil-708,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 73873.0,None,275097,0,1,3336,SAR 165452
228,fil-709,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5800.0,Grand,326509,195905,11,5602,SAR 269907
229,fil-710,2018-07-10 00:00:00,1439-10-26,Tue,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 36703.0,None,188233,0,2,2105,SAR 100151
230,fil-701,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1298.0,Regular,453054,271832,5,4122,SAR 199550
231,fil-702,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 332200.0,None,1917897,0,7,12658,SAR 594905
232,fil-703,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 30815.0,Regular,138913,41673,1,1558,SAR 74882
233,fil-704,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 829137.0,None,846845,0,8,6673,SAR 389463
234,fil-705,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 30796.0,Regular,321070,96321,2,5678,SAR 305061
235,fil-706,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 202812.0,None,918095,0,11,10466,SAR 579946
236,fil-707,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 47450.0,Regular,331111,132444,6,1986,SAR 115008
237,fil-708,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 69165.0,None,275097,0,1,5002,SAR 230316
238,fil-709,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 5437.0,Regular,326509,130603,11,5737,SAR 282319
239,fil-710,2018-07-11 00:00:00,1439-10-27,Wed,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 26955.0,None,188233,0,2,3838,SAR 172049
240,fil-701,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1333.0,None,453054,0,5,4711,SAR 197724
241,fil-702,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 417117.0,Regular,1917897,767158,7,26466,SAR 1335027
242,fil-703,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 28294.0,None,138913,0,1,2231,SAR 91255
243,fil-704,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 582594.0,Regular,846845,254053,8,7154,SAR 349476
244,fil-705,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 32033.0,None,321070,0,2,3012,SAR 121336
245,fil-706,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 226773.0,Regular,918095,459047,11,9915,SAR 503168
246,fil-707,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 61434.0,None,331111,0,6,1986,SAR 105205
247,fil-708,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 79285.0,Regular,275097,82529,1,3300,SAR 151397
248,fil-709,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 4531.0,None,326509,0,11,3678,SAR 175625
249,fil-710,2018-07-12 00:00:00,1439-10-28,Thu,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 39038.0,Regular,188233,56469,2,3715,SAR 168472
250,fil-701,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Regular,85,Yes,12 hrs,SAR 1506.0,None,453054,0,5,7067,SAR 374443
251,fil-702,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Grande,1375,Yes,18 hrs,SAR 338235.0,Regular,1917897,767158,7,27617,SAR 1393209
252,fil-703,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Outskirts,Hyper,1285,No,24 hrs,SAR 37477.0,None,138913,0,1,3053,SAR 155439
253,fil-704,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Grande,510,No,12 hrs,SAR 682151.0,Regular,846845,423422,8,12011,SAR 495400
254,fil-705,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Border,Hyper,1980,Yes,12 hrs,SAR 30915.0,None,321070,0,2,4478,SAR 244972
255,fil-706,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Grande,790,Yes,12 hrs,SAR 192911.0,Regular,918095,550857,11,8262,SAR 354719
256,fil-707,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Hyper,405,Yes,18 hrs,SAR 69087.0,None,331111,0,6,2979,SAR 151540
257,fil-708,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Border,Hyper,1835,No,18 hrs,SAR 78426.0,Regular,275097,82529,1,4036,SAR 209420
258,fil-709,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Center,Regular,80,No,12 hrs,SAR 4877.0,None,326509,0,11,4443,SAR 212161
259,fil-710,2018-07-13 00:00:00,1439-10-29,Fri,Jul,Shawwal,Border,Hyper,990,No,24 hrs,SAR 35531.0,Regular,188233,75293,2,2295,SAR 119287
260,fil-701,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Regular,85,Yes,12 hrs,SAR 1191.0,None,453054,0,5,5300,SAR 257687
261,fil-702,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Grande,1375,Yes,18 hrs,SAR 335394.0,None,1917897,0,7,17261,SAR 842866
262,fil-703,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Outskirts,Hyper,1285,No,24 hrs,SAR 27283.0,None,138913,0,1,2093,SAR 102936
263,fil-704,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Grande,510,No,12 hrs,SAR 739741.0,None,846845,0,8,14066,SAR 610097
264,fil-705,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Border,Hyper,1980,Yes,12 hrs,SAR 35316.0,None,321070,0,2,4816,SAR 199430
265,fil-706,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Grande,790,Yes,12 hrs,SAR 218275.0,None,918095,0,11,6610,SAR 365055
266,fil-707,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Hyper,405,Yes,18 hrs,SAR 50057.0,None,331111,0,6,3377,SAR 146533
267,fil-708,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Border,Hyper,1835,No,18 hrs,SAR 75260.0,None,275097,0,1,3750,SAR 180056
268,fil-709,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Center,Regular,80,No,12 hrs,SAR 5005.0,None,326509,0,11,5789,SAR 303901
269,fil-710,2018-07-14 00:00:00,1439-11-01,Sat,Jul,Dhul-Qi’dah,Border,Hyper,990,No,24 hrs,SAR 29875.0,None,188233,0,2,3580,SAR 194681
270,fil-701,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Regular,85,Yes,12 hrs,SAR 1337.0,None,453054,0,5,3239,SAR 173940
271,fil-702,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Grande,1375,Yes,18 hrs,SAR 403975.0,Grand,1917897,575369,7,19562,SAR 940500
272,fil-703,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Outskirts,Hyper,1285,No,24 hrs,SAR 31354.0,None,138913,0,1,1826,SAR 88082
273,fil-704,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Grande,510,No,12 hrs,SAR 650444.0,Grand,846845,338738,8,11661,SAR 488929
274,fil-705,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Border,Hyper,1980,Yes,12 hrs,SAR 29929.0,None,321070,0,2,3795,SAR 182102
275,fil-706,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Grande,790,Yes,12 hrs,SAR 206605.0,Grand,918095,459047,11,13220,SAR 661772
276,fil-707,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Hyper,405,Yes,18 hrs,SAR 57803.0,None,331111,0,6,4370,SAR 215395
277,fil-708,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Border,Hyper,1835,No,18 hrs,SAR 86483.0,Grand,275097,137548,1,4624,SAR 237603
278,fil-709,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Center,Regular,80,No,12 hrs,SAR 5173.0,None,326509,0,11,5669,SAR 306131
279,fil-710,2018-07-15 00:00:00,1439-11-02,Sun,Jul,Dhul-Qi’dah,Border,Hyper,990,No,24 hrs,SAR 37093.0,Grand,188233,56469,2,3336,SAR 180800
280,fil-701,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Regular,85,Yes,12 hrs,SAR 1111.0,None,453054,0,5,2944,SAR 117842
281,fil-702,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Grande,1375,Yes,18 hrs,SAR 395485.0,Regular,1917897,1150738,7,21864,SAR 977775
282,fil-703,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Outskirts,Hyper,1285,No,24 hrs,SAR 28999.0,None,138913,0,1,1307,SAR 75017
283,fil-704,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Grande,510,No,12 hrs,SAR 635381.0,Regular,846845,254053,8,13551,SAR 607281
284,fil-705,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Border,Hyper,1980,Yes,12 hrs,SAR 37562.0,None,321070,0,2,5656,SAR 270634
285,fil-706,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Grande,790,Yes,12 hrs,SAR 167128.0,Regular,918095,550857,11,12118,SAR 567589
286,fil-707,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Hyper,405,Yes,18 hrs,SAR 49585.0,None,331111,0,6,3774,SAR 173768
287,fil-708,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Border,Hyper,1835,No,18 hrs,SAR 85038.0,Regular,275097,82529,1,6004,SAR 328371
288,fil-709,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Center,Regular,80,No,12 hrs,SAR 5983.0,None,326509,0,11,4917,SAR 216481
289,fil-710,2018-07-16 00:00:00,1439-11-03,Mon,Jul,Dhul-Qi’dah,Border,Hyper,990,No,24 hrs,SAR 38307.0,Regular,188233,112939,2,3691,SAR 173486
290,fil-701,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Regular,85,Yes,12 hrs,SAR 1199.0,Regular,453054,181221,5,5006,SAR 250108
291,fil-702,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Grande,1375,Yes,18 hrs,SAR 329105.0,None,1917897,0,7,16110,SAR 885582
292,fil-703,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Outskirts,Hyper,1285,No,24 hrs,SAR 30084.0,Regular,138913,41673,1,2973,SAR 173492
293,fil-704,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Grande,510,No,12 hrs,SAR 677582.0,None,846845,0,8,13640,SAR 676204
294,fil-705,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Border,Hyper,1980,Yes,12 hrs,SAR 27811.0,Regular,321070,128428,2,5619,SAR 265305
295,fil-706,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Grande,790,Yes,12 hrs,SAR 205121.0,None,918095,0,11,13220,SAR 622763
296,fil-707,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Hyper,405,Yes,18 hrs,SAR 50202.0,Regular,331111,198666,6,2582,SAR 142802
297,fil-708,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Border,Hyper,1835,No,18 hrs,SAR 73734.0,None,275097,0,1,5430,SAR 271666
298,fil-709,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Center,Regular,80,No,12 hrs,SAR 4944.0,Regular,326509,195905,11,3040,SAR 162516
299,fil-710,2018-07-17 00:00:00,1439-11-04,Tue,Jul,Dhul-Qi’dah,Border,Hyper,990,No,24 hrs,SAR 34270.0,None,188233,0,2,1991,SAR 93291
300,fil-701,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Center,Regular,85,Yes,12 hrs,SAR 1241.0,Regular,453054,135916,5,4711,SAR 239907
301,fil-702,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Center,Grande,1375,Yes,18 hrs,SAR 324534.0,None,1917897,0,7,13808,SAR 679421
302,fil-703,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Outskirts,Hyper,1285,No,24 hrs,SAR 26267.0,Regular,138913,55565,1,2790,SAR 157964
303,fil-704,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Center,Grande,510,No,12 hrs,SAR 669751.0,None,846845,0,8,11996,SAR 539745
304,fil-705,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Border,Hyper,1980,Yes,12 hrs,SAR 27143.0,Regular,321070,160535,2,2897,SAR 141511
305,fil-706,2018-07-18 00:00:00,1439-11-05,Wed,Jul,Dhul-Qi’dah,Center,Grande,790,Yes,12 hrs,SAR 185488.0,None,918095,0,11,12118,SAR 641879
